product_id,name,description,category,brand,price
65920,Samsung Galaxy Z Flip6 12GB 256GB,"Samsung Z Flip 6 sở hữu nhiều nâng cấp ấn tượng nhờ được trang bị chip Snapdragon 8 Gen 3 for Galaxy, RAM 12GB, mang lại hiệu năng mạnh mẽ cho đa nhiệm và chơi game. Camera chính 50MP của máy giúp cải thiện khả năng quay chụp, đặc biệt trong môi trường thiếu sáng. Cùng với đó là pin 4.000mAh, hỗ trợ sạc nhanh 25W, giúp kéo dài thời gian sử dụng của người dùng.",Điện thoại,Samsung,28470000.0
67006,iPhone 15 Plus 128GB | Chính hãng VN/A,"iPhone 15 Plus được đánh giá cao bởi màn hình Dynamic Island 6.7 inch với mặt kính lưng pha màu ấn tượng, chip A16 Bionic mạnh mẽ cùng cổng sạc USB-C cho khả năng sạc đầy nhanh chóng. Ngoài ra, phiên bản Plus thuộc series iPhone 15 còn sở hữu 5 phiên bản màu pastel thanh lịch phù hợp với nhiều đối tượng khách hàng: hồng, vàng, xanh lá, xanh dương, đen. Xem thêm các thông tin hữu ích khác về điện thoại iPhone 15 Plus sau đây!",Điện thoại,Apple,22990000.0
96948,Nubia Neo 3 GT 12GB 256GB,,Điện thoại,Hãng khác,6990000.0
106050,OPPO Reno14 F 5G 8GB 256GB,,Điện thoại,OPPO,10490000.0
59293,Samsung Galaxy S24 Plus 12GB 256GB,,Điện thoại,Samsung,18650000.0
99769,Samsung Galaxy Z Flip7 12GB 256GB,"Samsung Galaxy Z Flip7 12GB 256GB là mẫu điện thoại gập dọc mỏng mới của Samsung. Giá tốt, ưu đãi đến 16.390.000 đồng. Với màn hình chính 6.9 inch FHD+, phụ 4.1 inch super AMOLED, tần số quét 120Hz, vi xử lý Exynos 2500 tiết kiệm điện, camera, dung lượng 4300 mAh - nhanh 25W - sạc không dây 2.0. Hứa hẹn mang đến trải nghiệm di động thông minh, phòng cách và đầy cá tính. Thông tin cập nhật ngày 04/10/2025",Điện thoại,Samsung,28990000.0
85242,Xiaomi Redmi Note 14 6GB 128GB,Redmi note 14 chính hãng ra mắt vào ngày 10/01/2025 tại Việt Nam sở hữu AI mới nhất kèm chip MediaTek Helio G99-Ultra mạnh mẽ đi cùng camera 108MP.,Điện thoại,Xiaomi,4900000.0
31495,iPhone 14 128GB  | Chính hãng VN/A,"iPhone 14 128GB sở hữu màn hình Retina XDR OLED kích thước 6.1 inch cùng độ sáng vượt trội lên đến 1200 nits. Máy cũng được trang bị camera kép 12 MP phía sau cùng cảm biến điểm ảnh lớn, đạt 1.9 micron giúp cải thiện khả năng chụp thiếu sáng. Mẫu iPhone 14 mới cũng mang trong mình con chip Apple A15 Bionic phiên bản 5 nhân mang lại hiệu suất vượt trội.",Điện thoại,Apple,14990000.0
99768,Samsung Galaxy A56 5G 8GB 128GB,"Điện thoại Samsung A56 5G sở hữu màn hình Super AMOLED 6,7 inch độ phân giải FHD+ và tần số quét 120 Hz, đem tới trải nghiệm xem sắc nét và mượt mà. Thiết bị trang bị chip Exynos 1580 tiến trình 4nm, giúp xử lý đa nhiệm nhanh chóng, tối ưu hiệu năng. Viên pin 5000mAh hỗ trợ sạc nhanh 45W cung cấp cho máy thời lượng sử dụng cả ngày dài mà không lo gián đoạn.",Điện thoại,Samsung,9810000.0
112586,iPhone 17 Pro 256GB | Chính hãng,"iPhone 17 Pro là sản phẩm thuộc bộ sưu tập mới nhất của thế hệ iPhone 17 series, điện thoại này được Apple trang bị đầy đủ những công nghệ thông minh hàng đầu từ màn hình, thiết kế, hiệu năng đến camera. ",Điện thoại,Apple,34990000.0
45053,iPhone 14 Pro Max 128GB | Chính hãng VN/A,"iPhone 14 Pro Max sở hữu chip xử lý A16 Bionic mạnh mẽ, bộ nhớ trong đa dạng từ 128GB, 256GB, 512GB đến 1TB, đi cùng màn hình 6.7 inch Super Retina XDR. Máy còn được trang bị camera chính 48MP cùng nhiều tính năng chụp ảnh chuyên nghiệp. Ngoài ra, thiết kế tinh tế với các màu sắc thời trang cũng giúp người dùng dễ lựa chọn. ",Điện thoại,Apple,29990000.0
36242,iPhone 13 128GB | Chính hãng VN/A,Thiết kế của dt iPhone 17 cũng được tinh chỉnh để tối ưu trải nghiệm cầm nắm khi quay chụp lâu. Sự kết hợp giữa vẻ ngoài sang trọng và sức mạnh phần cứng tạo nên một chiếc điện thoại vừa đẹp vừa thực dụng.,Điện thoại,Apple,13990000.0
84110,Samsung Galaxy S25 256GB,"Samsung S25 thường 256GB trang bị vi xử lý  Qualcomm Snapdragon 8 Elite for Galaxy  ,  RAM 12GB, bộ nhớ trong  256GB  cùng viên pin Li-ion 4000mAh. Máy sử dụng màn hình  AMOLED 120Hz  kích thước  6.2 inch  với độ phân giải FHD+. Samsung S25 được trang bị 3 ống kính  50MP+10MP+12MP  phía sau và  camera selfie 12MP  phía trước.",Điện thoại,Samsung,22580000.0
90116,iPhone 16 Pro Max 512GB | Chính hãng VN/A,"iPhone 16 Pro Max phiên bản bộ nhớ trong 512GB có màn hình lớn 6.9 inches chuẩn Super Retina XDR OLED hiển thị vượt trội cùng độ sáng tối đa đến 2000 nit. Máy với thiết kế mới với nút điều khiển camera, nút action cùng với màu titan sa mạc ấn tượng. Phần cứng điện thoại cũng được nâng cấp với chip A18 Pro cũng như camera hỗ trợ chụp zoom quang học 5x.",Điện thoại,Apple,40990000.0
68866,iPhone 15 256GB | Chính hãng VN/A,"iPhone 15 256GB được cải tiến vượt bậc về cấu hình nhờ được trang bị con chip A16 Bionic 2 lõi hiệu năng cho tốc độ nhanh chóng và tiết kiệm điện hơn. Camera với cảm biến chính 48MP cho chất lượng ảnh sắc nét đáng kinh ngạc. Máy sử dụng viên pin dung lượng lớn và hỗ trợ sạc nhanh 20W tiện lợi. Đặc biệt, Dynamic Island trên iPhone 14 Pro và Promax nay đã được trang bị trên iPhone 256GB bản tiêu chuẩn.",Điện thoại,Apple,22990000.0
100854,Nubia Neo 3 4G 8GB 128GB,,Điện thoại,Hãng khác,4490000.0
84111,Samsung Galaxy S25 FE 8GB 128GB,,Điện thoại,Samsung,16690000.0
101591,Meizu Lucky 08 5G 12GB 256GB,,Điện thoại,Hãng khác,6490000.0
90118,iPhone 16 Pro 256GB | Chính hãng VN/A,"iPhone 16 Pro đã thể hiện sức mạnh ấn tượng, nhưng iPhone 17 là lựa chọn nâng cấp với chip mới mang hiệu năng vượt trội. Máy xử lý nhanh hơn, đa nhiệm mượt mà và tiết kiệm pin hơn, đem lại trải nghiệm cải thiện rõ rệt.",Điện thoại,Apple,31990000.0
102428,Xiaomi Redmi Note 14 5G 8GB 256GB,"Điện thoại Xiaomi Redmi Note 14 5G là dòng smartphone tầm trung, với kích thước màn 6.67 inches, AMOLED tần số quét 120Hz, chất lượng hiển thị sắc nét. Chip Dimensity 7025 - Ultra 8 nhân, xung nhịp tối đa 2.5GHz tối ưu hiệu năng. Máy có camera cảm biến chính 108MP OIS, camera góc rộng 8MP giúp chụp ảnh sắc nét, chi tiết.",Điện thoại,Xiaomi,7160000.0
49568,Apple MacBook Air M2 2024 8CPU 8GPU 16GB 256GB I Chính hãng Apple Việt Nam,,Laptop,Apple,24990000.0
99364,Xiaomi POCO X7 Pro 5G 12GB 256GB - Chỉ có tại CellphoneS,"Điện thoại POCO X7 Pro tích hợp vi xử lý Dimensity 8400-Ultra MediaTek tốc độ đến 3.25GHz, kèm theo RAM LPDDR5X, bộ nhớ chuẩn UFS 4.0 và pin 6000mAh. Hơn thế nữa, chiếc điện thoại này còn nổi bật với màn hình 6.67 inch công nghệ AMOLED CrystalRes. Ngoài ra, máy được thiết kế cải thiện với tính kháng nước và bụi chuẩn IP68.",Điện thoại,Xiaomi,9990000.0
101832,MacBook Air M4 13 inch 2025 10CPU 8GPU 16GB 256GB | Chính hãng Apple Việt Nam,,Laptop,Apple,26990000.0
59255,iPhone 16 Plus 128GB | Chính hãng VN/A,"iPhone 16 Plus đã mang đến những khung hình chân thực, mượt mà cùng màu sắc sống động. Tuy nhiên, nếu muốn sở hữu một thiết bị với khả năng hiển thị vượt trội hơn, hãy tham khảo đến iPhone 17 ngay nhé!. ",Điện thoại,Apple,25990000.0
59294,Samsung Galaxy S24 Ultra 12GB 256GB,,Điện thoại,Samsung,29450000.0
109161,Samsung Galaxy A07 4GB 128GB,,Điện thoại,Samsung,3390000.0
91991,Xiaomi Redmi Note 14 Pro Plus 5G 8GB 256GB,"Điện thoại Xiaomi Redmi Note 14 Pro Plus 5G chính hãng ra mắt Việt Nam vào ngày 10/01/2025. Sử dụng chip Snapdragon 7s Gen 3 mạnh mẽ cùng dung lượng RAM 12GB và bộ nhớ trong đến 256GB. Mặt lưng của smartphone nhà Xiaomi sở hữu hệ thống 3 ống kính gồm 200MP, 8MP và 2MP. Điện thoại cũng có màn hình CrystalRes AMOLED 1.5K, kích thước 6.67 inch và viên pin 5110 mAh.",Điện thoại,Xiaomi,10800000.0
68859,iPhone 15 Plus 256GB | Chính hãng VN/A,,Điện thoại,Apple,25990000.0
109159,Samsung Galaxy A17 5G 8GB 128GB,"Samsung Galaxy A17 5G được trang bị chip Exynos 1330 tiên tiến cùng công nghệ kháng rung OIS, mang đến hiệu năng, chất lượng ảnh vượt trội. Thiết bị được trang bị pin 5000mAh và hỗ trợ sạc 25W, giúp duy trì hoạt động cả ngày dài. Dòng điện thoại mới này được giới thiệu với ba gam màu hiện đại, mang nét tinh tế và phù hợp xu hướng.",Điện thoại,Samsung,6190000.0
99767,Samsung Galaxy A36 5G 8GB 128GB,"Điện thoại Samsung A36 5G được trang bị chip Snapdragon® 6 Gen 3 Mobile Platform, RAM 8GB và bộ nhớ trong 128GB, kháng bụi, kháng nước đạt chuẩn IP67. Máy Samsung Galaxy A36 gồm 3 camera sau 50MP + 8MP + 5MP, camera trước 12MP, màn hình Super AMOLED 6.7 inch sắc nét độ phân giải FHD+. Máy sở hữu lớp kính Corning Gorilla Glass Victus+ ở màn hình và cả mặt lưng, kích thước sản phẩm 162.9 x 78.2 x 7.4mm.",Điện thoại,Samsung,8140000.0
101603,iPad Air 11 inch M3 Wifi 128GB 2025 | Chính hãng Apple Việt Nam,,Máy tính bảng,Apple,16990000.0
98769,OPPO FIND N5,,Điện thoại,OPPO,44990000.0
90112,iPhone 16 256GB | Chính hãng VN/A,"iPhone 16 256GB cho phép người dùng tải nhiều ứng dụng, phần mềm chỉnh sửa và trò chơi trong không gian lưu trữ rộng rãi. Bên cạnh đó thì người dùng cũng có thể lựa chọn iPhone 17 với dung lượng bộ nhớ trong cao hơn và chip xử lý mạnh mẽ. Dung lượng lớn còn giúp tối ưu trải nghiệm đồng bộ dữ liệu đa thiết bị trở nên mượt mà, ổn định.",Điện thoại,Apple,25990000.0
96795,Xiaomi Redmi Note 13 Pro 5G 8GB 256GB ,"Điện thoại Xiaomi Redmi Note 13 Pro 5G 8GB 256GB tích hợp chip Snapdragon 7s Gen 2 (8 nhân) mạnh mẽ, xử lý tác vụ mượt mà, thúc đẩy hiệu năng toàn diện. Camera chính 200 MP của Note 13 Pro cho phép ghi lại hình ảnh vô cùng sắc nét, mang đến trải nghiệm chụp ảnh chi tiết và sống động. Viên pin lớn 5100 mAh giúp Redmi Note 13 Pro hoạt động bền bỉ suốt cả ngày, giảm thiểu tình trạng sạc nhiều lần.",Điện thoại,Xiaomi,9300000.0
99738,Samsung Galaxy A26 5G 8GB 128GB,,Điện thoại,Samsung,6870000.0
90117,iPhone 16 Pro Max 1TB | Chính hãng VN/A,"Điện thoại iPhone 16 Pro Max bộ nhớ trong 1TB là phiên bản dung lượng cao nhất của phiên bản Pro Max. Với dung lượng bộ nhớ trong vượt trội này, người dùng có thể thỏa sức lưu trữ hình ảnh hay những video có độ phân giải lên đến 4K.",Điện thoại,Apple,46990000.0
51983,iPhone 14 256GB | Chính hãng VN/A,,Điện thoại,Apple,18990000.0
90114,iPhone 16 Plus 256GB | Chính hãng VN/A,,Điện thoại,Apple,28990000.0
98498,Samsung Galaxy S25 Ultra 512GB,,Điện thoại,Samsung,36810000.0
110953,Samsung Galaxy Tab S10 Lite Wifi 6GB 128GB,,Máy tính bảng,,8990000.0
108956,Máy tính bảng Lenovo Idea Tab Wifi 4GB 128GB ZAFR0484VN kèm bút,,Máy tính bảng,Lenovo,5790000.0
99715,ZTE Nubia Z60S Pro 12GB 256GB,,Điện thoại,Hãng khác,10000000.0
94083,MacBook Pro 14 M4 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam,,Laptop,Apple,39990000.0
106045,OPPO Reno14 5G 12GB 256GB,,Điện thoại,OPPO,15990000.0
76439,Xiaomi 14T 12GB 512GB,"Xiaomi 14T 5G là phiên bản điện thoại cận cao cấp được Xiaomi trang bị chip Dimensity 8300 Ultra cùng 12GB RAM để mang tới hiệu suất ấn tượng. Mẫu điện thoại này còn được trang bị bộ 3 ống kính Leica thế hệ mới để nâng cao trải nghiệm nhiếp ảnh. Với màn hình Super AMOLED 6.67 inch sở hữu phần viền siêu mỏng cùng độ nét 1.5K, điện thoại Mi14T sẽ luôn mang tới chất lượng hình ảnh sắc nét, sống động.",Điện thoại,Xiaomi,13740000.0
108305,Samsung Galaxy Z Fold7 12GB 512GB,Xem thêm mẫu Samsung Galaxy Z Flip 7 12GB 512GB với thiết kế nhỏ gọn và mức giá vô cùng tốt.,Điện thoại,Samsung,50990000.0
112120,HONOR Pad X7 Wifi 4GB 64GB,,Máy tính bảng,HONOR,3290000.0
88453,Xiaomi 15 5G 12GB 256GB,"Xiaomi 15 sở hữu màn hình CrystalRes AMOLED 6.36 inch, độ phân giải 1200 x 2670 pixels, hỗ trợ 68 tỷ màu, công nghệ HDR10+ và tốc độ làm mới 120Hz. Máy sử dụng chip Qualcomm Snapdragon® 8 Elite siêu mạnh mẽ, RAM 12GB, bộ nhớ trong 256GB cùng pin 5240mAh. Bên cạnh đó, điện thoại Mi 15 còn hỗ trợ sạc nhanh 90W, camera sau gồm 3 ống kính 50MP, camera trước 32MP.",Điện thoại,Xiaomi,24540000.0
82067,Redmi Note 13 Pro 5G 12GB 512GB,"Redmi Note 13 Pro 5G được cung cấp sức mạnh bởi con chip Snapdragon 7s Gen 2 với cấu trúc 8 nhân kết hợp cùng dung lượng RAM 12GB và bộ nhớ trong 512GB. Màn hình của điện thoại có kích thước 6.67 inch, tần số quét 120Hz và tấm nền AMOLED 1220 x 2712 pixels. Smartphone mới của dòng Xiaomi Redmi Note 13 Series này có hệ thống 3 ống kính gồm 200MP, 8MP và 2MP. ",Điện thoại,Xiaomi,10780000.0
85280,OPPO Find X8 16GB 512GB,,Điện thoại,OPPO,22990000.0
77853,Nubia Neo 2 5G,"Nubia Neo 2 là một smartphone mạnh mẽ với chipset Unisoc T820 và bộ nhớ trong lên đến 256GB, cùng với RAM 8GB + 10GB RAM ảo để tối ưu hiệu suất. Máy sở hữu màn hình rộng 6.72 inch Full-HD+ sắc nét với camera chính có độ phân giải lên đến 50MP. Đặc biệt, viên pin dung lượng lớn 6.000 mAh, hỗ trợ sạc nhanh 33W giúp máy hoạt động lâu dài.",Điện thoại,Hãng khác,4990000.0
45060,iPad mini 7 2024 Wifi 128GB | Chính hãng Apple Việt Nam,,Máy tính bảng,Apple,13990000.0
111494,HONOR X9c 5G 12GB 256GB ,,Điện thoại,HONOR,9320000.0
81802,iPad Pro M4 11 inch Wifi 256GB | Chính hãng Apple Việt Nam,,Máy tính bảng,Apple,28990000.0
93788,Nothing Phone 2A Plus 5G 12GB 256GB - Chỉ có tại CellphoneS,,Điện thoại,Hãng khác,11490000.0
107718,Sony Xperia 1 VII 12GB 256GB,"Điện thoại Sony Xperia 1 VII sở hữu hiệu năng mạnh mẽ với chip Snapdragon 8 Elite, RAM 12GB và bộ nhớ trong 256GB mang đến trải nghiệm sử dụng mượt mà. Máy trang bị màn hình OLED FHD+ HDR kích thước 6.5 inch cùng tần số quét 120Hz. Hệ thống camera sau gồm 3 ống kính độ phân giải 52MP, 12MP và 50MP kết hợp cùng camera selfie 12MP. ",Điện thoại,Sony,34990000.0
101626,iPad A16 Wifi 256GB 2025 | Chính hãng Apple Việt Nam,,Máy tính bảng,Apple,12490000.0
112268,Samsung Galaxy Tab S11 Wifi 12GB 128GB,,Máy tính bảng,,20990000.0
108306,Samsung Galaxy Z Flip7 12GB 512GB,">>> Xem thêm mẫu điện thoại Samsung Galaxy Z Fold 7 12GB 512GB được ra mắt cùng Z Flip sở hữu màn hình to hơn, mỏng hơn cùng hàng loạt tính năng công nghệ mới.",Điện thoại,Samsung,32990000.0
88455,Xiaomi 15 Ultra 5G 16GB 512GB,"Xiaomi 15 Ultra 16GB 512GBtrang bị chip Snapdragon® 8 Elite mạnh mẽ và RAM lên đến  16GB, người dùng sẽ có trải nghiệm mượt mà và dung lượng lưu trữ 512GB.  Thiết bị này được nâng cấp nhờ trang bị ống kính tele có độ phân giải cao đến  200 megapixel. Viên pin lớn 5410 mAh, sẽ giúp nâng cao thời gian dùng điện thoại của người dùng. Đồng thời, Mi 15 Ultra trang bị tấm nền AMOLED, sẽ đem lại chất lượng hiển thị nổi bật và chi tiết về màu sắc.",Điện thoại,Xiaomi,34360000.0
100812,iPhone 16e 128GB | Chính hãng VN/A,"iPhone 16e được trang bị màn hình Super Retina XDR 6.1inch, độ phân giải 2532 x 1170 pixels, hỗ trợ hiển thị sắc nét và sống động trong từng khung hình. Máy đem tới hiệu suất mạnh mẽ cho mọi tác vụ nhờ sở hữu chip Apple A18 mới. Hệ thống camera kép Fusion 48MP kết hợp ống kính Telephoto 12MP 2x giúp người dùng ghi lại hình ảnh chi tiết.",Điện thoại,Apple,16990000.0
93958,Mac mini M4 2024 10CPU 10GPU 16GB 256GB | Chính hãng Apple Việt Nam,,Laptop,Apple,14990000.0
105724,Điện thoại Nubia Z70 Ultra 5G 12GB 256GB,,Điện thoại,Nubia,19990000.0
86838,Máy Tính Bảng Huawei Matepad 11.5''S 8GB 256GB Xám,"Huawei MatePad 11.5S là chiếc máy tính bảng mới ra mắt được trang bị chip Kirin 9000WL, dung lượng RAM 8GB cùng bộ nhớ trong 256GB. Máy sử dụng màn hình TFT LCD (paper mate) với kích thước 11.5 inch, độ sắc nét 2.8K (2800x1840px) và tốc độ làm mới 144Hz. Máy trang bị pin 8800mAh, có camera sau 13MP và trước 8MP. ",Máy tính bảng,Huawei,14490000.0
99686, Xiaomi 15 Ultra 5G 16GB 1TB ,,Điện thoại,Xiaomi,38250000.0
58612,OPPO Reno10 Pro+ 5G 12GB 256GB,>>> Xem thêm mẫu điện thoại OPP Reno10 để hiểu thêm về sự khác biệt của các dòng sản phẩm,Điện thoại,OPPO,13990000.0
99773,Tecno Pova 7 8GB 128GB,"Tecno Pova 7 là mẫu smartphone giá rẻ nổi bật trong phân khúc 4 triệu đồng với pin khủng 7000mAh, màn hình 120Hz siêu mượt và chip MediaTek G100 Ultimate hiệu năng ổn định. Với những trang bị này, đây là lựa chọn lý tưởng cho học sinh – sinh viên, người dùng cơ bản hoặc thích chơi game nhẹ lâu dài. Khám phá ngay Tecno Pova 7 chính hãng tại CellphoneS – Giá chỉ từ 4.090.000₫, hỗ trợ trả góp 0%.",Điện thoại,Hãng khác,4590000.0
111767,HONOR Magic V5,"Điện thoại Honor Magic V5 nổi bật với thiết kế siêu mỏng chỉ 4.4mm khi mở ra - là chiếc điện thoại mỏng nhất thế giới tại thời điểm lên kệ vào tháng 10/2025. Ngoài ra, siêu phẩm Honor Magic V5 lập ""cú đúp"" với loạt kỷ lục thế giới: điện thoại gập mỏng nhất, nhẹ nhất, điện thoại gập có dung lượng pin lớn nhất, pin có hàm lượng silicon cao nhất và điện thoại có thép bản lề cứng nhất.",Điện thoại,HONOR,44990000.0
106519,Xiaomi Redmi Pad 2 WiFi 6GB 128GB,"Máy tính bảng Xiaomi Redmi Pad 2 Wifi sở hữu màn hình 11 inch với độ phân giải 2560 x 1600 pixel, tần số quét 90Hz và cấu hình từ vi xử lý MediaTek Helio G100-Ultra. Máy có RAM 6GB cùng bộ nhớ trong 128GB, pin 9000mAh hỗ trợ sạc nhanh 18W. Redmi Pad2 Wifi có trọng lượng 510g, hỗ trợ Bluetooth 5.3, camera sau 8MP, camera trước 5MP.",Máy tính bảng,Xiaomi,5690000.0
84108,Samsung Galaxy S25 Plus 256GB,"Samsung S25 Plus được đánh giá cao về mặt  hiệu năng  nhờ sở hữu  chip Snapdragon 8 Elite  mạnh mẽ, mang lại khả năng xử lý vượt trội. Màn hình hiển thị  Dynamic AMOLED  của máy lớn  6.7 inch  với độ phân giải  QHD+, đảm bảo trải nghiệm hình ảnh sắc nét và sống động. Kèm theo đó là bộ nhớ  RAM 12GB  cùng tùy chọn lưu trữ  256GB  giúp người dùng thoải mái lưu trữ dữ liệu và chạy nhiều ứng dụng mượt mà.",Điện thoại,Samsung,26500000.0
84925,Huawei MatePad SE 11 inch 6GB 128GB,,Máy tính bảng,Huawei,5490000.0
69906,Samsung Galaxy Tab A9+ WIFI 4GB 64GB,,Máy tính bảng,Samsung,5890000.0
100855,Nubia Neo 3 5G 8GB 256GB,,Điện thoại,Hãng khác,5490000.0
88563,Samsung Galaxy A16 5G 8GB 128GB,Samsung A16 được trang bị màn hình Super AMOLED 6.7’’ Full HD+ mang đến không gian hiển thị sắc nét và sống động cho nhu cầu giải trí lẫn công việc. Chip MediaTek Dimensity 6300 tám nhân giúp thiết bị đáp ứng mượt mà các tác vụ hàng ngày. Cùng với đó là tiêu chuẩn IP54 mang tới sự yên tâm khi vận hành trong môi trường ẩm ướt hoặc nhiều bụi bẩn.,Điện thoại,Samsung,5980000.0
114043,Xiaomi 15 5G 12GB 512GB,,Điện thoại,Xiaomi,26500000.0
52306,iPhone 14 Plus 256GB | Chính hãng VN/A,,Điện thoại,Apple,22990000.0
101839,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam,,Laptop,Apple,31990000.0
112589,iPhone 17 Pro 512GB | Chính hãng,"iPhone 17 Pro 512GB sở hữu camera nâng cấp với khả năng chụp zoom 8x ấn tượng, camera trước 18MP Center Stage cùng khả năng căn chỉnh khung hình linh hoạt. Máy iPhone 17 Pro sở hữu chip A19 Pro tiên tiến, mang đến tốc độ xử lý nhanh nhạy và khả năng vận hành trơn tru. Màn hình OLED Super Retina XDR với tần số 120Hz cho hình ảnh sống động từng khung hình.",Điện thoại,Apple,41490000.0
93646,Samsung Galaxy A06 5G 4GB 128GB,"Theo thông tin mới nhất, Samsung A06 5G ra mắt Việt Nam vào tháng 03/2025.",Điện thoại,Samsung,3920000.0
105401,Điện thoại Nubia Z70S Ultra 5G 12GB 256GB,,Điện thoại,Hãng khác,20990000.0
88564,Samsung Galaxy A06 4GB 128GB,"Samsung Galaxy A06 có kích thước mỏng 167.3 x 77.3 x 8 mm, với khung nhựa cho trọng lượng siêu nhẹ chỉ 189g. Điện thoại Samsung A06 chạy chip MediaTek Helio G85 cùng RAM 4GB, bộ nhớ 128GB cho hiệu năng ổn định và mượt mà. Hệ thống camera chính 50MP, camera phụ 2MP được tăng cường AI giúp xử lý ảnh chụp cho khả năng chụp ảnh vượt trội. Dù mỏng nhẹ nhưng Samsung A06 vẫn sở hữu pin 5000mAh siêu trâu, hỗ trợ sạc nhanh 25W.",Điện thoại,Samsung,3430000.0
